Ei,Ef,deltaE,weight
-0.357569997916631,-0.333910405711958,0.0236595922046731,1.00234409849003
-0.355253010422615,-0.34434539233594,0.010907618086675,1.00228590862591
-0.258289961918799,-0.253911492111329,0.00437846980747042,1.00132952347612
-0.200127194357987,-0.198547910203104,0.00157928415488334,1.00074855580744
-0.242787844355061,-0.253867017686644,-0.0110791733315824,1.00116820859347
-0.292596547542782,-0.299053928764175,-0.00645738122139228,1.00162789904661
-0.277125521081277,-0.282886704327326,-0.00576118324604874,1.00152034153033
-0.188259847682321,-0.176554388000815,0.0117054596815059,1.00064949657893
-0.165835484746428,-0.14818934899318,0.0176461357532486,1.00038392441402
-0.31230356139121,-0.30414751049072,0.00815605090048976,1.00181389062312
-0.319424150147484,-0.319635119811523,-0.000210969664038219,1.00197769280911
-0.0831104887631443,-0.0845307014732946,-0.0014202127101503,0.999604448974794
-0.182518137959752,-0.18745779226092,-0.00493965430116786,1.00056247525178
-0.284568979256541,-0.306228254060573,-0.0216592748040317,1.00158947177537
-0.314197731768323,-0.31803796847489,-0.00384023670656652,1.00184636228954
-0.266651616919922,-0.263915334597234,0.0027362823226883,1.00137825341471
-0.269839635174049,-0.271166341266558,-0.00132670609250907,1.00147479788259
-0.212072158017753,-0.211097884175262,0.000974273842490603,1.00088595913365
-0.314195729800558,-0.319484974878542,-0.0052892450779834,1.00187114836443
-0.271345069717243,-0.250528649233919,0.0208164204833238,1.00143775604378
-0.199438766045656,-0.185882828790544,0.0135559372551123,1.00073065070424
-0.346105961840025,-0.345135101035174,0.000970860804850759,1.00221468649819
-0.3407492089077,-0.336837890087445,0.00391131882025453,1.0021511732512
-0.189121261241716,-0.183521225672599,0.00560003556911653,1.00062450335389
-0.306085986593037,-0.324251431548331,-0.0181654449552936,1.0018247473187
-0.366283454023775,-0.34834520158761,0.0179382524361654,1.0023871966511
-0.224135255364324,-0.236560667257654,-0.0124254118933304,1.00098272909684
-0.19286946300567,-0.176116421124184,0.016753041881486,1.00065407818058
-0.166135227493909,-0.172900486977021,-0.00676525948311216,1.00039335175722
-0.19591180240647,-0.194372082418446,0.00153971998802394,1.00068993655867
-0.286427669638129,-0.289360648007195,-0.00293297836906514,1.00155516407934
-0.31867204215051,-0.32155674172996,-0.00288469957945092,1.00194413408328
-0.452097749015748,-0.457396384655888,-0.00529863564013955,1.00320110594852
-0.362727589958623,-0.362487740432133,0.00023984952649031,1.00237561170622
-0.253678269190792,-0.245085317444844,0.00859295174594854,1.00127967303624
