Ei,Ef,deltaE,weight
-0.35981434008106,-0.359823573562909,-9.23348184944661e-06,1.00170242025005
-0.404199963039838,-0.40415855818459,4.14048552478952e-05,1.00214644817474
-0.361167103969462,-0.361199117389182,-3.20134197193678e-05,1.00172098066985
-0.383013121216194,-0.3830605312978,-4.74100816053036e-05,1.00193390963206
-0.369923735213733,-0.369902119340066,2.16158736668359e-05,1.00180168352477
-0.379228644991316,-0.379233349324715,-4.70433339899712e-06,1.00188962658594
-0.393294286686598,-0.393300183393631,-5.89670703265988e-06,1.00203227849472
-0.394476017084174,-0.394433516152337,4.25009318364422e-05,1.00205703091285
-0.398417423973911,-0.398437764646799,-2.03406728878641e-05,1.00208268338146
-0.406902711098812,-0.406848252487638,5.44586111745904e-05,1.00217054624316
