Ei,Ef,deltaE,weight
-0.309515706751751,-0.310116360470757,-0.00060065371900575,1.00146518552182
-0.318238966680685,-0.316776363759118,0.00146260292156675,1.00152148512181
-0.330623061960948,-0.33211880040128,-0.00149573844033185,1.0016662665046
-0.346065935222223,-0.34731277586418,-0.00124684064195646,1.00181868209376
-0.381482130913464,-0.383162781949811,-0.00168065103634712,1.00215460261236
-0.31411132110043,-0.315759167089911,-0.00164784598948159,1.0015044740375
-0.259862439214982,-0.257398094865283,0.00246434434969894,1.0009527662696
-0.250434184716189,-0.250571352870876,-0.000137168154687173,1.00089338139014
-0.31808572607333,-0.316895637966593,0.00119008810673615,1.00151702362097
-0.37527400549934,-0.37370981119363,0.00156419430571081,1.00210379183325
-0.333240346902981,-0.334329954305333,-0.00108960740235209,1.00168111404226
-0.303750812320578,-0.303795097123779,-4.42848032009557e-05,1.00139773292282
-0.34888912660079,-0.349617354202195,-0.000728227601405007,1.00184621934061
-0.335885370000698,-0.337117413994666,-0.0012320439939682,1.00172921405568
-0.362931724057457,-0.36372796962805,-0.000796245570593046,1.00196275796531
-0.327708241876595,-0.330121002438879,-0.0024127605622834,1.00163960606007
-0.287021106824037,-0.285766971707111,0.00125413511692551,1.00126515925295
-0.356496197890774,-0.355673706527085,0.000822491363689393,1.00190347552794
-0.366898712766214,-0.367271757195779,-0.000373044429564651,1.0020166520989
-0.281628534641954,-0.280247293808329,0.00138124083362495,1.00118007424059
-0.336616977114082,-0.334065055541619,0.0025519215724632,1.00168985208429
-0.374587377634631,-0.374774997103253,-0.000187619468622002,1.00212519421962
-0.279299379759997,-0.278571282875596,0.000728096884400786,1.00114442353388
-0.435733295899755,-0.435131124502395,0.000602171397359907,1.00274547482229
-0.322320792381469,-0.321498288983959,0.000822503397510332,1.00158642771141
-0.386316734057228,-0.385017859878042,0.00129887417918617,1.00221498941241
-0.265052906822747,-0.26507516462086,-2.22577981131011e-05,1.00097369855146
-0.317535928049707,-0.315538857274587,0.00199707077511979,1.00152644434617
-0.3373810372225,-0.338409140810769,-0.00102810358826938,1.0017147982653
-0.358620995095896,-0.358926983972027,-0.000305988876130536,1.00195532106522
-0.301396970349177,-0.301787488862535,-0.00039051851335814,1.00136599042458
-0.353514162131529,-0.35289211249389,0.00062204963763951,1.00189093733354
-0.366803956434504,-0.367014925113119,-0.000210968678615531,1.00201957509553
-0.33308547153727,-0.329558756526753,0.00352671501051638,1.00168358560379
-0.40113016801294,-0.399656113998602,0.00147405401433759,1.00237831546115
-0.235550233896045,-0.235352597079874,0.00019763681617127,1.00073355536248
-0.326068316223256,-0.326290615222226,-0.000222298998969361,1.00160527100582
-0.326763371787452,-0.328122522477002,-0.00135915068954967,1.00163156730588
-0.374513000795883,-0.374786474803074,-0.000273474007191021,1.00207949759092
-0.3427884715222,-0.341895940663997,0.000892530858203622,1.00181066867379
-0.24680113368684,-0.245815230644493,0.00098590304234672,1.00082605501868
-0.390041557768532,-0.388876034069648,0.00116552369888329,1.00229350110054
-0.373107389076989,-0.372645718539141,0.00046167053784868,1.0020789465092
-0.377184368322594,-0.374666866419905,0.0025175019026884,1.00212230340189
-0.328350554081021,-0.328038518764896,0.000312035316124726,1.00163281163915
-0.346682451666798,-0.347001435343889,-0.000318983677090989,1.00180433196918
-0.418562786927452,-0.417668152157287,0.000894634770164049,1.00252573499439
-0.3533145267517,-0.354271360277266,-0.000956833525566636,1.00189707358095
-0.299578104458369,-0.299721795057475,-0.000143690599105961,1.00133617486624
-0.304817000665922,-0.3024499964297,0.00236700423622127,1.00139302504009
-0.331368154421168,-0.331273307991965,9.48464292027662e-05,1.00167332774898
-0.411951105723149,-0.410766269239757,0.00118483648339113,1.00246540933329
-0.37143451584826,-0.371783215675269,-0.00034869982700908,1.00207519239768
-0.328701739447796,-0.328342714473779,0.000359024974017019,1.00163926018224
-0.351737867504601,-0.352747968921147,-0.00101010141654595,1.00188879971878
-0.358561410440251,-0.358369574987323,0.000191835452928169,1.00193184299159
-0.308899719397437,-0.308795270872976,0.000104448524461842,1.00146050367148
-0.288184570714235,-0.288036647707584,0.00014792300665073,1.00120404219547
-0.394193669316967,-0.395407994881025,-0.00121432556405771,1.00229708149439
-0.362766510990645,-0.365175226302702,-0.00240871531205716,1.00196259352763
-0.273192686693581,-0.272352593713061,0.000840092980520235,1.00107103884981
-0.307627855431494,-0.307829724010115,-0.000201868578620479,1.001411853956
-0.367593606552558,-0.367038238786374,0.000555367766184089,1.00203601065061
-0.377085972147149,-0.37649836723524,0.000587604911908957,1.00214228635099
-0.387017723222382,-0.386213163588438,0.000804559633944657,1.00219611092643
-0.401454792582141,-0.400877891722455,0.000576900859685647,1.0023590497053
-0.298932719680598,-0.299721438982335,-0.000788719301736795,1.0013577538128
-0.325056922348068,-0.326211609789749,-0.00115468744168001,1.00159866339715
-0.361336557001063,-0.359849060201467,0.00148749679959564,1.0019711088351
-0.25944795751239,-0.261037936138479,-0.00158997862608901,1.00094415231845
-0.335227636620687,-0.334696062559538,0.00053157406114912,1.00172616439985
-0.328646146348312,-0.328352699146934,0.000293447201377695,1.00162071270568
-0.251558711802696,-0.2512661249636,0.000292586839096109,1.00084892804308
-0.327508224648025,-0.328371264945339,-0.000863040297314044,1.00164671127713
-0.298678842771746,-0.298237160689343,0.000441682082403694,1.00137015818476
-0.412948567716556,-0.413619185471263,-0.000670617754707004,1.00248717839893
-0.346401941994251,-0.347248649629051,-0.000846707634799826,1.00183236136117
-0.360187394128123,-0.361415937219266,-0.00122854309114301,1.0019252412556
-0.257357131362059,-0.257357907096812,-7.75734753599711e-07,1.00091735465737
-0.292858309109045,-0.293501798232673,-0.000643489123628049,1.00127978667288
-0.311781633853002,-0.311231054723893,0.000550579129109774,1.00146050584211
-0.347044048330582,-0.34861079676687,-0.00156674843628746,1.00181634528154
-0.327159835623108,-0.327599368798258,-0.000439533175150164,1.00164426097373
-0.349496985920338,-0.348978675329822,0.000518310590516213,1.00185447431252
-0.297495747584485,-0.295515217920253,0.00198052966423218,1.00135772776981
-0.354877655711934,-0.356652328265249,-0.00177467255331482,1.00190105151647
-0.37715434726673,-0.378482330922075,-0.00132798365534459,1.00211504441243
-0.334431327062731,-0.335182407889571,-0.000751080826840389,1.00169535616504
-0.366805803885055,-0.367574038005474,-0.000768234120418432,1.00202326589163
-0.346680873075105,-0.346037341503449,0.000643531571655809,1.00183472747541
-0.347305128232446,-0.346209734442064,0.00109539379038198,1.00183738618742
-0.335826769428665,-0.333372276732883,0.00245449269578257,1.00170341788448
-0.269473672513621,-0.270404305424979,-0.000930632911357976,1.00105392944846
-0.319051889230317,-0.31862227565707,0.0004296135732475,1.00153391813048
-0.35672518653594,-0.35594101534523,0.000784171190709948,1.00192969138879
-0.41440245705564,-0.414625109944602,-0.000222652888962005,1.00249333714013
-0.28199292905577,-0.282717665126508,-0.000724736070738086,1.00117896581344
-0.333695799526468,-0.335549631032994,-0.00185383150652607,1.0016892087509
-0.371067218286675,-0.370460771423389,0.000606446863286592,1.0020756373663
-0.342352289384905,-0.343194048587005,-0.000841759202099501,1.00174588334784
-0.34120711034548,-0.340442669109402,0.00076444123607794,1.00177656678997
-0.260696512529329,-0.260732716897314,-3.62043679846824e-05,1.00097211329783
-0.286075156192459,-0.288178742002063,-0.00210358580960451,1.00123746842754
-0.35065848513949,-0.349774046253987,0.00088443888550227,1.00183985481625
-0.416792076285154,-0.417726347625438,-0.000934271340284065,1.00251727171207
-0.391572668720885,-0.391322996437463,0.000249672283421598,1.00224760266677
-0.333034060814216,-0.333581528494086,-0.000547467679870128,1.00164427777781
-0.383380376050416,-0.383705705544588,-0.000325329494171689,1.00219466859377
-0.400335513497217,-0.398730326252231,0.00160518724498593,1.00236532399968
-0.29121207390119,-0.291614434687647,-0.000402360786457279,1.00128889562565
-0.337366745145909,-0.33789707103728,-0.000530325891370198,1.00170424370471
-0.360060316748211,-0.358841147463802,0.00121916928440913,1.00197334651698
-0.364021221828699,-0.363520780959592,0.000500440869107222,1.0019926502718
-0.269670677179021,-0.268995768431077,0.000674908747943403,1.00109241080708
-0.383212020810154,-0.382732143327904,0.000479877482250923,1.00215591406855
-0.329920755368539,-0.328842182955993,0.00107857241254605,1.00167685992219
-0.301478574444192,-0.300251803774557,0.00122677066963489,1.00137756954385
-0.332002052187097,-0.330108100941582,0.00189395124551583,1.00165391596604
-0.323871828479196,-0.324119377291588,-0.00024754881239164,1.00163009837978
-0.251941389239282,-0.250728628052232,0.0012127611870496,1.00086385233311
-0.364531052172702,-0.364541712751516,-1.06605788134373e-05,1.00200900610844
-0.380589073833598,-0.379786780500211,0.000802293333387216,1.00215920971726
-0.334515538518607,-0.336067546126629,-0.00155200760802199,1.00173309688265
-0.332879625150249,-0.332967711544677,-8.8086394428033e-05,1.00167349956246
-0.304944140856776,-0.303091195271843,0.00185294558493304,1.00142381343031
-0.389245142977269,-0.388236469602721,0.00100867337454869,1.0022380009048
-0.258446298878464,-0.257869444583479,0.000576854294985329,1.00091496865615
-0.314605919010978,-0.314642641213213,-3.67222022357172e-05,1.00149637874729
-0.35794746047598,-0.357744296366685,0.000203164109294551,1.00195043625152
-0.304213524055034,-0.304550001807069,-0.000336477752035491,1.00139323336599
-0.343998500412669,-0.341031762592478,0.00296673782019108,1.00181551495938
-0.34927900895174,-0.349789369303501,-0.00051036035176083,1.00184846621318
-0.295073778095368,-0.296220394160621,-0.00114661606525324,1.00134762577761
-0.324676907065202,-0.324207851053142,0.000469056012059821,1.00157712411497
-0.37545918408686,-0.374996031598033,0.000463152488827001,1.00211426086972
-0.325469611960061,-0.3238642536914,0.00160535826866159,1.00163849348157
-0.323850655292532,-0.323728755991115,0.000121899301417816,1.00159516549913
-0.417625770276014,-0.417212715564457,0.000413054711557226,1.00252948785378
-0.280433646480853,-0.281312454096378,-0.000878807615525001,1.00113048859522
-0.316246768549117,-0.318257729093209,-0.00201096054409183,1.00148735147652
-0.349689570995341,-0.348660770850943,0.00102880014439771,1.00184340388535
-0.382413243745417,-0.382944343758863,-0.000531100013445307,1.00218660715087
-0.325620990339242,-0.323324923815157,0.00229606652408448,1.00158095282714
-0.340709353810691,-0.340359859813647,0.000349493997043981,1.00175582887549
-0.318221312953714,-0.318778343090147,-0.000557030136433212,1.00150980638988
-0.347739732497652,-0.344648722228074,0.00309101026957831,1.00184542051783
-0.265967320270635,-0.267072043822262,-0.001104723551627,1.00103006034572
-0.243779448669888,-0.243363265521614,0.000416183148274463,1.00076719912411
-0.351630323307329,-0.352849302369737,-0.00121897906240803,1.00186185292554
-0.336022692908686,-0.334737348329427,0.00128534457925894,1.00172666879503
-0.304171357246031,-0.304214911661438,-4.3554415407876e-05,1.00139629955219
-0.317575858305232,-0.316027060745565,0.00154879755966653,1.00157234722301
-0.383771323574306,-0.382671160786364,0.00110016278794245,1.00219082127606
