Ei,Ef,deltaE,weight
-0.351239040837862,-0.350644356894296,0.000594683943565877,1.0016342253251
-0.391931913255313,-0.389742479449789,0.00218943380552344,1.00204778382104
-0.362743040540148,-0.363474812330868,-0.000731771790720148,1.00173957828255
-0.365058146945205,-0.364828842062823,0.000229304882382098,1.00178952843801
-0.379485084637049,-0.380569701937688,-0.00108461730063819,1.00190524614668
-0.356070311044891,-0.355736359531962,0.000333951512929198,1.00166703287654
-0.384122787474755,-0.383866080718038,0.000256706756717184,1.00194994795249
-0.387505366531546,-0.387203553981786,0.000301812549759806,1.00201058290558
-0.39441332885043,-0.394960101781608,-0.000546772931177331,1.00206060518611
-0.393271400869494,-0.392514542635697,0.000756858233796565,1.00206814249922
-0.392494281319428,-0.392905701099067,-0.000411419779638988,1.00204533370236
-0.414516521154746,-0.41612478170499,-0.0016082605502441,1.00228027196334
-0.356025695051911,-0.355682467319759,0.000343227732152562,1.0016716987526
-0.359428045459882,-0.358640368016384,0.000787677443498003,1.00172919560605
-0.36675290874792,-0.365981134824804,0.000771773923116559,1.00177181148698
-0.403238310428632,-0.404118056190192,-0.000879745761559136,1.00216094531853
-0.349372023618923,-0.350588035667316,-0.00121601204839278,1.00163779961442
-0.364981136697314,-0.363417176534831,0.00156396016248261,1.00176583282959
-0.325290020269359,-0.325486726904,-0.00019670663464072,1.00137276741266
-0.406815370137673,-0.406713064964444,0.000102305173229678,1.00218818948262
-0.372960109368598,-0.371791773324558,0.00116833604403999,1.0018524777156
-0.338838268320073,-0.340160683097245,-0.0013224147771721,1.00150784553988
-0.335118320005227,-0.334177597639792,0.000940722365435132,1.00146517508302
-0.411714501585363,-0.411253609308123,0.000460892277239888,1.00225792603165
-0.367211881482842,-0.367604757817542,-0.000392876334699255,1.00179315683534
-0.416251450268751,-0.415764931540217,0.00048651872853428,1.00227370769132
-0.340653579133563,-0.340348167863227,0.000305411270335731,1.00152640263467
-0.370150723292916,-0.36915711322604,0.000993610066876816,1.0018122706521
-0.412795090054212,-0.410107318520194,0.00268777153401861,1.00224978338248
-0.389128904766192,-0.388159112201315,0.000969792564876559,1.00201082173348
-0.32832245320729,-0.331201983037863,-0.00287952983057305,1.00139143668066
-0.361217903764173,-0.361439534361096,-0.000221630596923483,1.00173250748359
-0.404968948749926,-0.403807760042264,0.00116118870766252,1.00215609304626
-0.39936328104551,-0.399264593989635,9.86870558748465e-05,1.00208004430925
-0.386724574298216,-0.38693729993734,-0.000212725639124334,1.00199379820398
-0.349015229599856,-0.348761650579978,0.00025357901987838,1.00161320932025
-0.384718753279589,-0.38575420233547,-0.00103544905588138,1.00195321680108
-0.374944502522851,-0.373861891132403,0.00108261139044802,1.00188121993368
-0.374921893635446,-0.37593767659843,-0.00101578296298349,1.0018847608691
-0.388934591914032,-0.38837375941674,0.00056083249729183,1.00202359435448
-0.288841117173308,-0.287718849845541,0.00112226732776688,1.00102774583595
-0.415832472587417,-0.414864824931287,0.000967647656129556,1.00229427997097
-0.346704953104835,-0.344309310393707,0.00239564271112785,1.00158732601283
-0.379718708500954,-0.378580753088095,0.00113795541285916,1.00192300107034
-0.379136421306265,-0.377750809413045,0.00138561189322084,1.00191483975744
-0.389289819852609,-0.387333637957452,0.00195618189515734,1.00200863748386
-0.409295377264159,-0.408872403708479,0.000422973555679773,1.00220129461073
-0.391362231300228,-0.389892984379395,0.00146924692083239,1.00205728247565
-0.370164291074637,-0.36949988528731,0.000664405787327127,1.00182485903443
-0.369991774909781,-0.368047226958508,0.00194454795127286,1.00182418442424
-0.397074934891006,-0.396578406864014,0.000496528026991683,1.00209845329055
-0.400019043663304,-0.398692870605724,0.00132617305757959,1.00211457921196
-0.361558358654318,-0.360171827666757,0.00138653098756114,1.00175318903475
-0.389377315231252,-0.389380053748141,-2.7385168895333e-06,1.00199186629568
-0.391607846923343,-0.393104073612228,-0.00149622668888472,1.00201669695533
-0.391644845157909,-0.389239194758976,0.00240565039893315,1.00204743473022
-0.378135636183846,-0.377622153866022,0.000513482317824054,1.00189974467349
-0.352116922794913,-0.352897043274618,-0.000780120479704327,1.00162753464572
-0.394858291016307,-0.396103029057584,-0.00124473804127717,1.00205708285979
-0.339371729434388,-0.339760455594213,-0.000388726159825492,1.00151319846537
-0.360710740906516,-0.360152467581189,0.000558273325327707,1.00174422941454
-0.361366977279859,-0.35999694298813,0.00137003429172883,1.00171351417603
-0.377427320763373,-0.37743993155983,-1.26107964569799e-05,1.00189563697083
-0.416307054199294,-0.416840146200436,-0.000533092001142155,1.00229661837168
-0.364727640034023,-0.364193828089001,0.000533811945022222,1.00175186337514
-0.374907962510909,-0.375860449963216,-0.000952487452307915,1.00186065854577
-0.364407012087732,-0.364299788793195,0.000107223294536551,1.00177556229078
-0.405522287206049,-0.406673718199336,-0.00115143099328646,1.00216037038508
-0.350803020525043,-0.349648787297374,0.00115423322766844,1.00162950059861
-0.346228574185664,-0.346863427993317,-0.00063485380765288,1.00158939196991
-0.347784055001348,-0.346621246111945,0.00116280888940279,1.00160881137442
-0.373857135494183,-0.37376148966441,9.56458297721174e-05,1.00185322771877
-0.375569481718343,-0.375320333931752,0.00024914778659102,1.00188793140012
-0.370246627979803,-0.369252860292208,0.000993767687594793,1.00182146192526
-0.385301370704613,-0.38410733912946,0.00119403157515235,1.00198495242688
-0.40262761705256,-0.401677461830548,0.000950155222012417,1.00214389763648
-0.386032438782524,-0.384707547511388,0.00132489127113644,1.00197713169442
-0.409476286007514,-0.409021198912717,0.000455087094796469,1.00219987803108
-0.351349621656705,-0.352397193235061,-0.00104757157835556,1.00163018415517
-0.386927968502676,-0.385533084338668,0.00139488416400857,1.00197718691521
-0.342147012397043,-0.342195638643869,-4.8626246825112e-05,1.00152454748666
-0.346691330646441,-0.346447051592286,0.000244279054155305,1.00158141318957
-0.367008367175938,-0.366138804143021,0.00086956303291652,1.00179744935483
-0.372206558378444,-0.371955120894255,0.000251437484189654,1.00183200793113
-0.376963394491292,-0.376581392749782,0.000382001741510263,1.00190431842932
-0.399715099658346,-0.398987578992099,0.000727520666246873,1.00211412849795
-0.357318643856624,-0.353488504254445,0.00383013960217904,1.00167690534402
-0.349046945682912,-0.348562664891929,0.000484280790982838,1.00163502946287
-0.345001420982003,-0.34318676920078,0.00181465178122259,1.00157237469526
-0.354667870789874,-0.35303758920711,0.0016302815827639,1.00166182330713
-0.344032546759296,-0.343193044500634,0.00083950225866114,1.00155723654565
-0.359256758675357,-0.360713491908665,-0.0014567332333083,1.00172157865639
-0.293135865551416,-0.295068090762286,-0.00193222521086922,1.00105497472906
-0.361076788400819,-0.359588936195421,0.00148785220539832,1.00173013401104
-0.40207727541105,-0.402709994006964,-0.000632718595913795,1.00213522888518
-0.424276946132734,-0.423834383066106,0.000442563066628543,1.00236479228551
-0.318101085758163,-0.320718449514667,-0.00261736375650407,1.00129736270135
-0.398847476401791,-0.399283513159199,-0.000436036757407554,1.00209293735044
-0.399043087079084,-0.397200936231234,0.00184215084785,1.00211841448913
-0.371711726471377,-0.372267123870178,-0.000555397398801116,1.00183108732789
-0.434218375657293,-0.432063653688706,0.00215472196858679,1.00245422117182
-0.352552548427157,-0.351699275763222,0.000853272663934257,1.00164329367065
-0.366032767178002,-0.365431869726418,0.00060089745158487,1.00177983316148
-0.3718982209702,-0.370230347719721,0.0016678732504789,1.0018426136627
-0.440810509294559,-0.44153463967794,-0.000724130383380983,1.00251332415404
-0.387929726838814,-0.387031910709671,0.000897816129143747,1.00200454685536
-0.37025476311057,-0.370403414149993,-0.000148651039423797,1.00180362070524
-0.388214379920561,-0.383940326374714,0.00427405354584748,1.00200080735435
-0.382705986848588,-0.381296581842888,0.00140940500569986,1.00194213516319
-0.357844784740713,-0.358366954439619,-0.000522169698906116,1.00169067177632
-0.399958508714567,-0.398778864074136,0.00117964464043052,1.00210993720797
-0.394170867159995,-0.393952116219113,0.000218750940881973,1.00207642988998
-0.383257672881113,-0.382073982229588,0.00118369065152513,1.001947441387
-0.366085387480372,-0.364637361319951,0.00144802616042128,1.0017970110593
-0.360773764777607,-0.360299533391761,0.000474231385845569,1.00172189545506
-0.380286091362052,-0.380402619512153,-0.000116528150100936,1.00192000095378
-0.386006593530713,-0.385087772097433,0.000918821433280481,1.00199146756562
