omega,S_connected_symmetrized
-3.558281224118622532e+01,8.989510924713903399e-06
-3.556502083506563139e+01,8.438053200126363133e-06
-3.554722942894503745e+01,6.978480079854872687e-06
-3.552943802282444352e+01,5.085010059216132930e-06
-3.551164661670384959e+01,3.264639108599055194e-06
-3.549385521058326276e+01,1.846676960066647411e-06
-3.547606380446266883e+01,9.203628323241499468e-07
-3.545827239834207489e+01,4.041472261385985966e-07
-3.544048099222148096e+01,1.563624699669038735e-07
-3.542268958610088703e+01,5.330130364613791058e-08
-3.540489817998029309e+01,1.600868021999978651e-08
-3.538710677385969916e+01,4.236289361732060887e-09
-3.536931536773910523e+01,0.000000000000000000e+00
-3.535152396161851840e+01,0.000000000000000000e+00
-3.533373255549792447e+01,0.000000000000000000e+00
-3.531594114937733053e+01,0.000000000000000000e+00
-3.529814974325673660e+01,0.000000000000000000e+00
-3.528035833713614267e+01,0.000000000000000000e+00
-3.526256693101554873e+01,0.000000000000000000e+00
-3.524477552489495480e+01,0.000000000000000000e+00
-3.522698411877436087e+01,0.000000000000000000e+00
-3.520919271265376693e+01,0.000000000000000000e+00
-3.519140130653318010e+01,0.000000000000000000e+00
-3.517360990041258617e+01,0.000000000000000000e+00
-3.515581849429199224e+01,0.000000000000000000e+00
-3.513802708817139830e+01,0.000000000000000000e+00
-3.512023568205080437e+01,0.000000000000000000e+00
-3.510244427593021044e+01,0.000000000000000000e+00
-3.508465286980961650e+01,0.000000000000000000e+00
-3.506686146368902257e+01,0.000000000000000000e+00
-3.504907005756842864e+01,0.000000000000000000e+00
-3.503127865144784181e+01,0.000000000000000000e+00
-3.501348724532724788e+01,0.000000000000000000e+00
-3.499569583920665394e+01,0.000000000000000000e+00
-3.497790443308606001e+01,0.000000000000000000e+00
-3.496011302696546608e+01,0.000000000000000000e+00
-3.494232162084487214e+01,0.000000000000000000e+00
-3.492453021472427821e+01,0.000000000000000000e+00
-3.490673880860368428e+01,0.000000000000000000e+00
-3.488894740248309745e+01,0.000000000000000000e+00
-3.487115599636250352e+01,0.000000000000000000e+00
-3.485336459024190958e+01,0.000000000000000000e+00
-3.483557318412131565e+01,0.000000000000000000e+00
-3.481778177800072172e+01,0.000000000000000000e+00
-3.479999037188012778e+01,0.000000000000000000e+00
-3.478219896575953385e+01,0.000000000000000000e+00
-3.476440755963893992e+01,0.000000000000000000e+00
