omega,S_connected_symmetrized
-4.273754221597111780e+01,0.000000000000000000e+00
-4.271617344486313073e+01,0.000000000000000000e+00
-4.269480467375514365e+01,0.000000000000000000e+00
-4.267343590264716369e+01,0.000000000000000000e+00
-4.265206713153917661e+01,0.000000000000000000e+00
-4.263069836043118954e+01,0.000000000000000000e+00
-4.260932958932320247e+01,0.000000000000000000e+00
-4.258796081821521540e+01,0.000000000000000000e+00
-4.256659204710723543e+01,0.000000000000000000e+00
-4.254522327599924836e+01,0.000000000000000000e+00
-4.252385450489126129e+01,0.000000000000000000e+00
-4.250248573378327421e+01,0.000000000000000000e+00
-4.248111696267529425e+01,0.000000000000000000e+00
-4.245974819156730717e+01,0.000000000000000000e+00
-4.243837942045932010e+01,0.000000000000000000e+00
-4.241701064935133303e+01,0.000000000000000000e+00
-4.239564187824334596e+01,0.000000000000000000e+00
-4.237427310713536599e+01,0.000000000000000000e+00
-4.235290433602737892e+01,0.000000000000000000e+00
-4.233153556491939185e+01,0.000000000000000000e+00
-4.231016679381140477e+01,0.000000000000000000e+00
-4.228879802270341770e+01,0.000000000000000000e+00
-4.226742925159543773e+01,0.000000000000000000e+00
-4.224606048048745066e+01,0.000000000000000000e+00
-4.222469170937946359e+01,0.000000000000000000e+00
-4.220332293827147652e+01,0.000000000000000000e+00
-4.218195416716349655e+01,0.000000000000000000e+00
-4.216058539605550948e+01,0.000000000000000000e+00
-4.213921662494752240e+01,0.000000000000000000e+00
-4.211784785383953533e+01,0.000000000000000000e+00
-4.209647908273154826e+01,0.000000000000000000e+00
-4.207511031162356829e+01,0.000000000000000000e+00
-4.205374154051558122e+01,0.000000000000000000e+00
-4.203237276940759415e+01,0.000000000000000000e+00
-4.201100399829960708e+01,0.000000000000000000e+00
-4.198963522719162000e+01,0.000000000000000000e+00
-4.196826645608364004e+01,0.000000000000000000e+00
-4.194689768497565296e+01,0.000000000000000000e+00
-4.192552891386766589e+01,0.000000000000000000e+00
-4.190416014275967882e+01,0.000000000000000000e+00
-4.188279137165169885e+01,0.000000000000000000e+00
-4.186142260054371178e+01,0.000000000000000000e+00
-4.184005382943572471e+01,0.000000000000000000e+00
-4.181868505832773764e+01,0.000000000000000000e+00
-4.179731628721975056e+01,0.000000000000000000e+00
-4.177594751611177060e+01,0.000000000000000000e+00
-4.175457874500378352e+01,0.000000000000000000e+00
-4.173320997389579645e+01,0.000000000000000000e+00
-4.171184120278780938e+01,0.000000000000000000e+00
-4.169047243167982231e+01,0.000000000000000000e+00
-4.166910366057184234e+01,0.000000000000000000e+00
-4.164773488946385527e+01,0.000000000000000000e+00
-4.162636611835586820e+01,0.000000000000000000e+00
-4.160499734724788112e+01,0.000000000000000000e+00
-4.158362857613990116e+01,0.000000000000000000e+00
-4.156225980503191408e+01,0.000000000000000000e+00
-4.154089103392392701e+01,0.000000000000000000e+00
-4.151952226281593994e+01,0.000000000000000000e+00
-4.149815349170795287e+01,0.000000000000000000e+00
-4.147678472059997290e+01,0.000000000000000000e+00
-4.145541594949198583e+01,0.000000000000000000e+00
-4.143404717838399876e+01,0.000000000000000000e+00
-4.141267840727601168e+01,0.000000000000000000e+00
-4.139130963616802461e+01,0.000000000000000000e+00
