omega,S_connected_symmetrized
-4.883537336261454698e+01,0.000000000000000000e+00
-4.881095567593323636e+01,0.000000000000000000e+00
-4.878653798925193286e+01,0.000000000000000000e+00
-4.876212030257062224e+01,0.000000000000000000e+00
-4.873770261588931874e+01,0.000000000000000000e+00
-4.871328492920800812e+01,0.000000000000000000e+00
-4.868886724252670462e+01,0.000000000000000000e+00
-4.866444955584539400e+01,0.000000000000000000e+00
-4.864003186916409049e+01,0.000000000000000000e+00
-4.861561418248277988e+01,0.000000000000000000e+00
-4.859119649580147637e+01,0.000000000000000000e+00
-4.856677880912016576e+01,0.000000000000000000e+00
-4.854236112243886225e+01,0.000000000000000000e+00
-4.851794343575755164e+01,0.000000000000000000e+00
-4.849352574907624813e+01,0.000000000000000000e+00
-4.846910806239493752e+01,0.000000000000000000e+00
-4.844469037571363401e+01,0.000000000000000000e+00
-4.842027268903232340e+01,0.000000000000000000e+00
-4.839585500235101279e+01,0.000000000000000000e+00
-4.837143731566970928e+01,0.000000000000000000e+00
-4.834701962898839867e+01,0.000000000000000000e+00
-4.832260194230709516e+01,0.000000000000000000e+00
-4.829818425562578454e+01,0.000000000000000000e+00
-4.827376656894448104e+01,0.000000000000000000e+00
-4.824934888226317042e+01,0.000000000000000000e+00
-4.822493119558186692e+01,0.000000000000000000e+00
-4.820051350890055630e+01,0.000000000000000000e+00
-4.817609582221925280e+01,0.000000000000000000e+00
-4.815167813553794218e+01,0.000000000000000000e+00
-4.812726044885663867e+01,0.000000000000000000e+00
-4.810284276217532806e+01,0.000000000000000000e+00
-4.807842507549402455e+01,0.000000000000000000e+00
-4.805400738881271394e+01,0.000000000000000000e+00
-4.802958970213141043e+01,0.000000000000000000e+00
-4.800517201545009982e+01,0.000000000000000000e+00
-4.798075432876878921e+01,0.000000000000000000e+00
-4.795633664208748570e+01,0.000000000000000000e+00
-4.793191895540617509e+01,0.000000000000000000e+00
-4.790750126872487158e+01,0.000000000000000000e+00
-4.788308358204356097e+01,0.000000000000000000e+00
-4.785866589536225746e+01,0.000000000000000000e+00
-4.783424820868094685e+01,0.000000000000000000e+00
-4.780983052199964334e+01,0.000000000000000000e+00
-4.778541283531833272e+01,0.000000000000000000e+00
-4.776099514863702922e+01,0.000000000000000000e+00
-4.773657746195571860e+01,0.000000000000000000e+00
-4.771215977527441510e+01,0.000000000000000000e+00
-4.768774208859310448e+01,0.000000000000000000e+00
-4.766332440191180098e+01,0.000000000000000000e+00
-4.763890671523049036e+01,0.000000000000000000e+00
-4.761448902854918686e+01,0.000000000000000000e+00
-4.759007134186787624e+01,0.000000000000000000e+00
-4.756565365518656563e+01,0.000000000000000000e+00
-4.754123596850526212e+01,0.000000000000000000e+00
-4.751681828182395151e+01,0.000000000000000000e+00
-4.749240059514264800e+01,0.000000000000000000e+00
-4.746798290846133739e+01,0.000000000000000000e+00
-4.744356522178003388e+01,0.000000000000000000e+00
-4.741914753509872327e+01,0.000000000000000000e+00
-4.739472984841741976e+01,0.000000000000000000e+00
-4.737031216173610915e+01,0.000000000000000000e+00
-4.734589447505480564e+01,0.000000000000000000e+00
-4.732147678837349503e+01,0.000000000000000000e+00
-4.729705910169219152e+01,0.000000000000000000e+00
-4.727264141501088091e+01,0.000000000000000000e+00
-4.724822372832957740e+01,0.000000000000000000e+00
-4.722380604164826678e+01,0.000000000000000000e+00
-4.719938835496695617e+01,0.000000000000000000e+00
-4.717497066828565266e+01,0.000000000000000000e+00
-4.715055298160434205e+01,0.000000000000000000e+00
-4.712613529492303854e+01,0.000000000000000000e+00
-4.710171760824172793e+01,0.000000000000000000e+00
-4.707729992156042442e+01,0.000000000000000000e+00
-4.705288223487911381e+01,0.000000000000000000e+00
-4.702846454819781030e+01,0.000000000000000000e+00
-4.700404686151649969e+01,0.000000000000000000e+00
-4.697962917483519618e+01,0.000000000000000000e+00
-4.695521148815388557e+01,0.000000000000000000e+00
-4.693079380147258206e+01,0.000000000000000000e+00
-4.690637611479127145e+01,0.000000000000000000e+00
-4.688195842810996794e+01,0.000000000000000000e+00
-4.685754074142865733e+01,0.000000000000000000e+00
-4.683312305474735382e+01,0.000000000000000000e+00
-4.680870536806604321e+01,0.000000000000000000e+00
-4.678428768138473970e+01,0.000000000000000000e+00
-4.675986999470342909e+01,0.000000000000000000e+00
-4.673545230802211847e+01,0.000000000000000000e+00
-4.671103462134081497e+01,0.000000000000000000e+00
-4.668661693465950435e+01,0.000000000000000000e+00
-4.666219924797820084e+01,0.000000000000000000e+00
-4.663778156129689023e+01,0.000000000000000000e+00
-4.661336387461558672e+01,0.000000000000000000e+00
-4.658894618793427611e+01,0.000000000000000000e+00
-4.656452850125297260e+01,0.000000000000000000e+00
-4.654011081457166199e+01,0.000000000000000000e+00
-4.651569312789035848e+01,0.000000000000000000e+00
-4.649127544120904787e+01,0.000000000000000000e+00
-4.646685775452774436e+01,0.000000000000000000e+00
-4.644244006784643375e+01,0.000000000000000000e+00
-4.641802238116513024e+01,0.000000000000000000e+00
-4.639360469448381963e+01,0.000000000000000000e+00
-4.636918700780250902e+01,0.000000000000000000e+00
-4.634476932112120551e+01,0.000000000000000000e+00
-4.632035163443989489e+01,0.000000000000000000e+00
-4.629593394775859139e+01,0.000000000000000000e+00
-4.627151626107728077e+01,0.000000000000000000e+00
-4.624709857439597727e+01,0.000000000000000000e+00
-4.622268088771466665e+01,0.000000000000000000e+00
-4.619826320103336315e+01,0.000000000000000000e+00
-4.617384551435205253e+01,0.000000000000000000e+00
-4.614942782767074902e+01,0.000000000000000000e+00
-4.612501014098943841e+01,0.000000000000000000e+00
-4.610059245430813490e+01,0.000000000000000000e+00
-4.607617476762682429e+01,0.000000000000000000e+00
-4.605175708094552078e+01,0.000000000000000000e+00
-4.602733939426421017e+01,0.000000000000000000e+00
-4.600292170758290666e+01,0.000000000000000000e+00
-4.597850402090159605e+01,0.000000000000000000e+00
-4.595408633422029254e+01,0.000000000000000000e+00
-4.592966864753898193e+01,0.000000000000000000e+00
-4.590525096085767132e+01,0.000000000000000000e+00
-4.588083327417636781e+01,0.000000000000000000e+00
-4.585641558749505720e+01,0.000000000000000000e+00
-4.583199790081375369e+01,0.000000000000000000e+00
-4.580758021413244307e+01,0.000000000000000000e+00
-4.578316252745113957e+01,0.000000000000000000e+00
-4.575874484076982895e+01,0.000000000000000000e+00
-4.573432715408852545e+01,0.000000000000000000e+00
-4.570990946740721483e+01,0.000000000000000000e+00
-4.568549178072591133e+01,0.000000000000000000e+00
-4.566107409404460071e+01,0.000000000000000000e+00
-4.563665640736329721e+01,0.000000000000000000e+00
-4.561223872068198659e+01,0.000000000000000000e+00
-4.558782103400068308e+01,0.000000000000000000e+00
-4.556340334731937247e+01,0.000000000000000000e+00
-4.553898566063806186e+01,0.000000000000000000e+00
-4.551456797395675835e+01,0.000000000000000000e+00
-4.549015028727544774e+01,0.000000000000000000e+00
-4.546573260059414423e+01,0.000000000000000000e+00
-4.544131491391283362e+01,0.000000000000000000e+00
-4.541689722723153011e+01,0.000000000000000000e+00
-4.539247954055021950e+01,0.000000000000000000e+00
-4.536806185386891599e+01,0.000000000000000000e+00
-4.534364416718760538e+01,0.000000000000000000e+00
-4.531922648050630187e+01,0.000000000000000000e+00
-4.529480879382499126e+01,0.000000000000000000e+00
-4.527039110714368775e+01,0.000000000000000000e+00
-4.524597342046237713e+01,0.000000000000000000e+00
-4.522155573378107363e+01,0.000000000000000000e+00
-4.519713804709976301e+01,0.000000000000000000e+00
-4.517272036041845951e+01,0.000000000000000000e+00
-4.514830267373714889e+01,0.000000000000000000e+00
-4.512388498705584539e+01,0.000000000000000000e+00
-4.509946730037453477e+01,0.000000000000000000e+00
-4.507504961369322416e+01,0.000000000000000000e+00
-4.505063192701192065e+01,0.000000000000000000e+00
-4.502621424033061004e+01,0.000000000000000000e+00
-4.500179655364930653e+01,0.000000000000000000e+00
-4.497737886696799592e+01,0.000000000000000000e+00
-4.495296118028669241e+01,0.000000000000000000e+00
-4.492854349360538180e+01,0.000000000000000000e+00
-4.490412580692407829e+01,0.000000000000000000e+00
-4.487970812024276768e+01,0.000000000000000000e+00
-4.485529043356146417e+01,0.000000000000000000e+00
-4.483087274688015356e+01,0.000000000000000000e+00
-4.480645506019885005e+01,0.000000000000000000e+00
-4.478203737351753944e+01,0.000000000000000000e+00
-4.475761968683623593e+01,0.000000000000000000e+00
-4.473320200015492532e+01,0.000000000000000000e+00
-4.470878431347361470e+01,0.000000000000000000e+00
-4.468436662679231119e+01,0.000000000000000000e+00
-4.465994894011100058e+01,0.000000000000000000e+00
-4.463553125342969707e+01,0.000000000000000000e+00
-4.461111356674838646e+01,0.000000000000000000e+00
-4.458669588006708295e+01,0.000000000000000000e+00
-4.456227819338577234e+01,0.000000000000000000e+00
-4.453786050670446883e+01,0.000000000000000000e+00
-4.451344282002315822e+01,0.000000000000000000e+00
-4.448902513334185471e+01,0.000000000000000000e+00
-4.446460744666054410e+01,0.000000000000000000e+00
-4.444018975997924059e+01,0.000000000000000000e+00
-4.441577207329792998e+01,0.000000000000000000e+00
-4.439135438661662647e+01,0.000000000000000000e+00
-4.436693669993531586e+01,0.000000000000000000e+00
-4.434251901325400524e+01,0.000000000000000000e+00
-4.431810132657270174e+01,0.000000000000000000e+00
-4.429368363989139823e+01,0.000000000000000000e+00
-4.426926595321008762e+01,0.000000000000000000e+00
-4.424484826652877700e+01,0.000000000000000000e+00
-4.422043057984747350e+01,0.000000000000000000e+00
-4.419601289316616288e+01,0.000000000000000000e+00
-4.417159520648485937e+01,0.000000000000000000e+00
-4.414717751980354876e+01,0.000000000000000000e+00
-4.412275983312224525e+01,0.000000000000000000e+00
-4.409834214644093464e+01,0.000000000000000000e+00
-4.407392445975963113e+01,0.000000000000000000e+00
-4.404950677307832052e+01,0.000000000000000000e+00
-4.402508908639701701e+01,0.000000000000000000e+00
-4.400067139971570640e+01,0.000000000000000000e+00
-4.397625371303440289e+01,0.000000000000000000e+00
-4.395183602635309228e+01,0.000000000000000000e+00
-4.392741833967178877e+01,0.000000000000000000e+00
-4.390300065299047816e+01,0.000000000000000000e+00
-4.387858296630916755e+01,0.000000000000000000e+00
-4.385416527962786404e+01,0.000000000000000000e+00
-4.382974759294655343e+01,0.000000000000000000e+00
-4.380532990626524992e+01,0.000000000000000000e+00
-4.378091221958393930e+01,0.000000000000000000e+00
-4.375649453290263580e+01,0.000000000000000000e+00
-4.373207684622132518e+01,0.000000000000000000e+00
-4.370765915954002168e+01,0.000000000000000000e+00
-4.368324147285871106e+01,0.000000000000000000e+00
-4.365882378617740756e+01,0.000000000000000000e+00
-4.363440609949609694e+01,0.000000000000000000e+00
-4.360998841281479343e+01,0.000000000000000000e+00
-4.358557072613348282e+01,0.000000000000000000e+00
-4.356115303945217931e+01,0.000000000000000000e+00
-4.353673535277086870e+01,0.000000000000000000e+00
-4.351231766608955809e+01,0.000000000000000000e+00
-4.348789997940825458e+01,0.000000000000000000e+00
-4.346348229272695107e+01,0.000000000000000000e+00
-4.343906460604564046e+01,0.000000000000000000e+00
-4.341464691936432985e+01,0.000000000000000000e+00
-4.339022923268302634e+01,0.000000000000000000e+00
-4.336581154600171573e+01,0.000000000000000000e+00
-4.334139385932041222e+01,0.000000000000000000e+00
-4.331697617263910161e+01,0.000000000000000000e+00
-4.329255848595779810e+01,0.000000000000000000e+00
-4.326814079927648748e+01,0.000000000000000000e+00
-4.324372311259518398e+01,0.000000000000000000e+00
-4.321930542591387336e+01,0.000000000000000000e+00
-4.319488773923256986e+01,0.000000000000000000e+00
-4.317047005255125924e+01,0.000000000000000000e+00
-4.314605236586994863e+01,0.000000000000000000e+00
-4.312163467918864512e+01,0.000000000000000000e+00
-4.309721699250734162e+01,0.000000000000000000e+00
-4.307279930582603100e+01,0.000000000000000000e+00
-4.304838161914472039e+01,0.000000000000000000e+00
-4.302396393246341688e+01,0.000000000000000000e+00
-4.299954624578210627e+01,0.000000000000000000e+00
-4.297512855910080276e+01,0.000000000000000000e+00
-4.295071087241949215e+01,0.000000000000000000e+00
-4.292629318573818864e+01,0.000000000000000000e+00
-4.290187549905687803e+01,0.000000000000000000e+00
-4.287745781237557452e+01,0.000000000000000000e+00
-4.285304012569426391e+01,0.000000000000000000e+00
-4.282862243901296040e+01,0.000000000000000000e+00
-4.280420475233164979e+01,0.000000000000000000e+00
-4.277978706565034628e+01,0.000000000000000000e+00
-4.275536937896903567e+01,0.000000000000000000e+00
-4.273095169228773216e+01,0.000000000000000000e+00
-4.270653400560642154e+01,0.000000000000000000e+00
-4.268211631892511093e+01,0.000000000000000000e+00
-4.265769863224380742e+01,0.000000000000000000e+00
-4.263328094556249681e+01,0.000000000000000000e+00
-4.260886325888119330e+01,0.000000000000000000e+00
-4.258444557219988269e+01,0.000000000000000000e+00
-4.256002788551857918e+01,0.000000000000000000e+00
-4.253561019883726857e+01,0.000000000000000000e+00
-4.251119251215596506e+01,0.000000000000000000e+00
-4.248677482547465445e+01,0.000000000000000000e+00
-4.246235713879335094e+01,0.000000000000000000e+00
-4.243793945211204033e+01,0.000000000000000000e+00
-4.241352176543073682e+01,0.000000000000000000e+00
-4.238910407874942621e+01,0.000000000000000000e+00
-4.236468639206812270e+01,0.000000000000000000e+00
-4.234026870538681209e+01,0.000000000000000000e+00
-4.231585101870550147e+01,0.000000000000000000e+00
-4.229143333202419797e+01,0.000000000000000000e+00
-4.226701564534289446e+01,0.000000000000000000e+00
-4.224259795866158385e+01,0.000000000000000000e+00
-4.221818027198027323e+01,0.000000000000000000e+00
-4.219376258529896973e+01,0.000000000000000000e+00
-4.216934489861765911e+01,0.000000000000000000e+00
-4.214492721193635560e+01,0.000000000000000000e+00
-4.212050952525504499e+01,0.000000000000000000e+00
-4.209609183857374148e+01,0.000000000000000000e+00
