omega,S_connected_symmetrized
-4.186981996022555563e+01,0.000000000000000000e+00
-4.184888505024544259e+01,0.000000000000000000e+00
-4.182795014026532954e+01,0.000000000000000000e+00
-4.180701523028521649e+01,0.000000000000000000e+00
-4.178608032030510344e+01,0.000000000000000000e+00
-4.176514541032499039e+01,0.000000000000000000e+00
-4.174421050034487735e+01,0.000000000000000000e+00
-4.172327559036476430e+01,0.000000000000000000e+00
-4.170234068038465125e+01,0.000000000000000000e+00
-4.168140577040453820e+01,0.000000000000000000e+00
-4.166047086042442515e+01,0.000000000000000000e+00
-4.163953595044431211e+01,0.000000000000000000e+00
-4.161860104046419906e+01,0.000000000000000000e+00
-4.159766613048408601e+01,0.000000000000000000e+00
-4.157673122050398007e+01,0.000000000000000000e+00
-4.155579631052386702e+01,0.000000000000000000e+00
-4.153486140054375397e+01,0.000000000000000000e+00
-4.151392649056364093e+01,0.000000000000000000e+00
-4.149299158058352788e+01,0.000000000000000000e+00
-4.147205667060341483e+01,0.000000000000000000e+00
-4.145112176062330178e+01,0.000000000000000000e+00
-4.143018685064318873e+01,0.000000000000000000e+00
-4.140925194066307569e+01,0.000000000000000000e+00
-4.138831703068296264e+01,0.000000000000000000e+00
-4.136738212070284959e+01,0.000000000000000000e+00
-4.134644721072273654e+01,0.000000000000000000e+00
-4.132551230074262349e+01,0.000000000000000000e+00
-4.130457739076251045e+01,0.000000000000000000e+00
-4.128364248078239740e+01,0.000000000000000000e+00
-4.126270757080228435e+01,0.000000000000000000e+00
-4.124177266082217130e+01,0.000000000000000000e+00
-4.122083775084205826e+01,0.000000000000000000e+00
-4.119990284086194521e+01,0.000000000000000000e+00
-4.117896793088183216e+01,0.000000000000000000e+00
-4.115803302090171911e+01,0.000000000000000000e+00
-4.113709811092160606e+01,0.000000000000000000e+00
-4.111616320094149302e+01,0.000000000000000000e+00
-4.109522829096137997e+01,0.000000000000000000e+00
-4.107429338098126692e+01,0.000000000000000000e+00
-4.105335847100115387e+01,0.000000000000000000e+00
-4.103242356102104793e+01,0.000000000000000000e+00
-4.101148865104093488e+01,0.000000000000000000e+00
-4.099055374106082184e+01,0.000000000000000000e+00
-4.096961883108070879e+01,0.000000000000000000e+00
-4.094868392110059574e+01,0.000000000000000000e+00
-4.092774901112048269e+01,0.000000000000000000e+00
-4.090681410114036964e+01,0.000000000000000000e+00
-4.088587919116025660e+01,0.000000000000000000e+00
-4.086494428118014355e+01,0.000000000000000000e+00
-4.084400937120003050e+01,0.000000000000000000e+00
-4.082307446121991745e+01,0.000000000000000000e+00
-4.080213955123980440e+01,0.000000000000000000e+00
-4.078120464125969136e+01,0.000000000000000000e+00
-4.076026973127957831e+01,0.000000000000000000e+00
-4.073933482129946526e+01,0.000000000000000000e+00
-4.071839991131935221e+01,0.000000000000000000e+00
-4.069746500133923917e+01,0.000000000000000000e+00
-4.067653009135912612e+01,0.000000000000000000e+00
-4.065559518137901307e+01,0.000000000000000000e+00
-4.063466027139890002e+01,0.000000000000000000e+00
-4.061372536141878697e+01,0.000000000000000000e+00
-4.059279045143867393e+01,0.000000000000000000e+00
-4.057185554145856088e+01,0.000000000000000000e+00
-4.055092063147844783e+01,0.000000000000000000e+00
-4.052998572149833478e+01,0.000000000000000000e+00
-4.050905081151822174e+01,0.000000000000000000e+00
-4.048811590153810869e+01,0.000000000000000000e+00
-4.046718099155800275e+01,0.000000000000000000e+00
-4.044624608157788970e+01,0.000000000000000000e+00
-4.042531117159777665e+01,0.000000000000000000e+00
-4.040437626161766360e+01,0.000000000000000000e+00
-4.038344135163755055e+01,0.000000000000000000e+00
-4.036250644165743751e+01,0.000000000000000000e+00
-4.034157153167732446e+01,0.000000000000000000e+00
-4.032063662169721141e+01,0.000000000000000000e+00
-4.029970171171709836e+01,0.000000000000000000e+00
-4.027876680173698531e+01,0.000000000000000000e+00
-4.025783189175687227e+01,0.000000000000000000e+00
-4.023689698177675922e+01,0.000000000000000000e+00
-4.021596207179664617e+01,0.000000000000000000e+00
-4.019502716181653312e+01,0.000000000000000000e+00
-4.017409225183642008e+01,0.000000000000000000e+00
-4.015315734185630703e+01,0.000000000000000000e+00
-4.013222243187619398e+01,0.000000000000000000e+00
-4.011128752189608093e+01,0.000000000000000000e+00
-4.009035261191596788e+01,0.000000000000000000e+00
-4.006941770193585484e+01,0.000000000000000000e+00
-4.004848279195574179e+01,0.000000000000000000e+00
-4.002754788197562874e+01,0.000000000000000000e+00
-4.000661297199551569e+01,0.000000000000000000e+00
-3.998567806201540265e+01,0.000000000000000000e+00
-3.996474315203528960e+01,0.000000000000000000e+00
-3.994380824205518365e+01,0.000000000000000000e+00
-3.992287333207507061e+01,0.000000000000000000e+00
-3.990193842209495756e+01,0.000000000000000000e+00
-3.988100351211484451e+01,0.000000000000000000e+00
-3.986006860213473146e+01,0.000000000000000000e+00
-3.983913369215461842e+01,0.000000000000000000e+00
-3.981819878217450537e+01,0.000000000000000000e+00
-3.979726387219439232e+01,0.000000000000000000e+00
-3.977632896221427927e+01,0.000000000000000000e+00
-3.975539405223416622e+01,0.000000000000000000e+00
-3.973445914225405318e+01,0.000000000000000000e+00
-3.971352423227394013e+01,0.000000000000000000e+00
-3.969258932229382708e+01,0.000000000000000000e+00
-3.967165441231371403e+01,0.000000000000000000e+00
-3.965071950233360099e+01,0.000000000000000000e+00
-3.962978459235348794e+01,0.000000000000000000e+00
-3.960884968237337489e+01,0.000000000000000000e+00
-3.958791477239326184e+01,0.000000000000000000e+00
-3.956697986241314879e+01,0.000000000000000000e+00
-3.954604495243303575e+01,0.000000000000000000e+00
-3.952511004245292270e+01,0.000000000000000000e+00
-3.950417513247280965e+01,0.000000000000000000e+00
-3.948324022249269660e+01,0.000000000000000000e+00
-3.946230531251258355e+01,0.000000000000000000e+00
-3.944137040253247051e+01,0.000000000000000000e+00
-3.942043549255235746e+01,0.000000000000000000e+00
-3.939950058257224441e+01,0.000000000000000000e+00
-3.937856567259213847e+01,0.000000000000000000e+00
-3.935763076261202542e+01,0.000000000000000000e+00
-3.933669585263191237e+01,0.000000000000000000e+00
-3.931576094265179933e+01,0.000000000000000000e+00
-3.929482603267168628e+01,0.000000000000000000e+00
-3.927389112269157323e+01,0.000000000000000000e+00
-3.925295621271146018e+01,0.000000000000000000e+00
-3.923202130273134713e+01,0.000000000000000000e+00
-3.921108639275123409e+01,0.000000000000000000e+00
-3.919015148277112104e+01,0.000000000000000000e+00
-3.916921657279100799e+01,0.000000000000000000e+00
-3.914828166281089494e+01,0.000000000000000000e+00
-3.912734675283078190e+01,0.000000000000000000e+00
-3.910641184285066885e+01,0.000000000000000000e+00
-3.908547693287055580e+01,0.000000000000000000e+00
-3.906454202289044275e+01,0.000000000000000000e+00
-3.904360711291032970e+01,0.000000000000000000e+00
-3.902267220293021666e+01,0.000000000000000000e+00
-3.900173729295010361e+01,0.000000000000000000e+00
-3.898080238296999056e+01,0.000000000000000000e+00
-3.895986747298987751e+01,0.000000000000000000e+00
-3.893893256300976446e+01,0.000000000000000000e+00
-3.891799765302965142e+01,0.000000000000000000e+00
-3.889706274304953837e+01,0.000000000000000000e+00
-3.887612783306942532e+01,0.000000000000000000e+00
-3.885519292308931938e+01,0.000000000000000000e+00
-3.883425801310920633e+01,0.000000000000000000e+00
-3.881332310312909328e+01,0.000000000000000000e+00
-3.879238819314898024e+01,0.000000000000000000e+00
-3.877145328316886719e+01,0.000000000000000000e+00
-3.875051837318875414e+01,0.000000000000000000e+00
-3.872958346320864109e+01,0.000000000000000000e+00
-3.870864855322852804e+01,0.000000000000000000e+00
-3.868771364324841500e+01,0.000000000000000000e+00
-3.866677873326830195e+01,0.000000000000000000e+00
-3.864584382328818890e+01,0.000000000000000000e+00
-3.862490891330807585e+01,0.000000000000000000e+00
-3.860397400332796281e+01,0.000000000000000000e+00
-3.858303909334784976e+01,0.000000000000000000e+00
-3.856210418336773671e+01,0.000000000000000000e+00
-3.854116927338762366e+01,0.000000000000000000e+00
-3.852023436340751061e+01,0.000000000000000000e+00
-3.849929945342739757e+01,0.000000000000000000e+00
-3.847836454344728452e+01,0.000000000000000000e+00
-3.845742963346717147e+01,0.000000000000000000e+00
-3.843649472348705842e+01,0.000000000000000000e+00
-3.841555981350694537e+01,0.000000000000000000e+00
-3.839462490352683233e+01,0.000000000000000000e+00
-3.837368999354671928e+01,0.000000000000000000e+00
-3.835275508356660623e+01,0.000000000000000000e+00
-3.833182017358649318e+01,0.000000000000000000e+00
-3.831088526360638014e+01,0.000000000000000000e+00
-3.828995035362626709e+01,0.000000000000000000e+00
-3.826901544364616115e+01,0.000000000000000000e+00
-3.824808053366604810e+01,0.000000000000000000e+00
-3.822714562368593505e+01,0.000000000000000000e+00
-3.820621071370582200e+01,0.000000000000000000e+00
-3.818527580372570895e+01,0.000000000000000000e+00
-3.816434089374559591e+01,0.000000000000000000e+00
-3.814340598376548286e+01,0.000000000000000000e+00
-3.812247107378536981e+01,0.000000000000000000e+00
-3.810153616380525676e+01,0.000000000000000000e+00
-3.808060125382514371e+01,0.000000000000000000e+00
-3.805966634384503067e+01,0.000000000000000000e+00
-3.803873143386491762e+01,0.000000000000000000e+00
-3.801779652388480457e+01,0.000000000000000000e+00
-3.799686161390469152e+01,0.000000000000000000e+00
-3.797592670392457848e+01,0.000000000000000000e+00
-3.795499179394446543e+01,0.000000000000000000e+00
-3.793405688396435238e+01,0.000000000000000000e+00
-3.791312197398423933e+01,0.000000000000000000e+00
-3.789218706400412628e+01,0.000000000000000000e+00
-3.787125215402401324e+01,0.000000000000000000e+00
-3.785031724404390019e+01,0.000000000000000000e+00
-3.782938233406378714e+01,0.000000000000000000e+00
-3.780844742408367409e+01,0.000000000000000000e+00
-3.778751251410356105e+01,0.000000000000000000e+00
-3.776657760412345510e+01,0.000000000000000000e+00
-3.774564269414334206e+01,0.000000000000000000e+00
-3.772470778416322901e+01,0.000000000000000000e+00
-3.770377287418311596e+01,0.000000000000000000e+00
-3.768283796420300291e+01,0.000000000000000000e+00
-3.766190305422288986e+01,0.000000000000000000e+00
-3.764096814424277682e+01,0.000000000000000000e+00
-3.762003323426266377e+01,0.000000000000000000e+00
-3.759909832428255072e+01,0.000000000000000000e+00
-3.757816341430243767e+01,0.000000000000000000e+00
-3.755722850432232462e+01,0.000000000000000000e+00
-3.753629359434221158e+01,0.000000000000000000e+00
-3.751535868436209853e+01,0.000000000000000000e+00
-3.749442377438198548e+01,0.000000000000000000e+00
-3.747348886440187243e+01,0.000000000000000000e+00
-3.745255395442175939e+01,0.000000000000000000e+00
-3.743161904444164634e+01,0.000000000000000000e+00
-3.741068413446153329e+01,0.000000000000000000e+00
-3.738974922448142024e+01,0.000000000000000000e+00
-3.736881431450130719e+01,0.000000000000000000e+00
-3.734787940452119415e+01,0.000000000000000000e+00
-3.732694449454108110e+01,0.000000000000000000e+00
-3.730600958456096805e+01,0.000000000000000000e+00
-3.728507467458085500e+01,0.000000000000000000e+00
-3.726413976460074196e+01,0.000000000000000000e+00
-3.724320485462062891e+01,0.000000000000000000e+00
-3.722226994464051586e+01,0.000000000000000000e+00
-3.720133503466040281e+01,0.000000000000000000e+00
-3.718040012468028976e+01,0.000000000000000000e+00
-3.715946521470018382e+01,0.000000000000000000e+00
-3.713853030472007077e+01,0.000000000000000000e+00
-3.711759539473995773e+01,0.000000000000000000e+00
-3.709666048475984468e+01,0.000000000000000000e+00
-3.707572557477973163e+01,0.000000000000000000e+00
-3.705479066479961858e+01,0.000000000000000000e+00
-3.703385575481950553e+01,0.000000000000000000e+00
-3.701292084483939249e+01,0.000000000000000000e+00
-3.699198593485927944e+01,0.000000000000000000e+00
-3.697105102487916639e+01,0.000000000000000000e+00
-3.695011611489905334e+01,0.000000000000000000e+00
-3.692918120491894030e+01,0.000000000000000000e+00
-3.690824629493882725e+01,0.000000000000000000e+00
-3.688731138495871420e+01,0.000000000000000000e+00
-3.686637647497860115e+01,0.000000000000000000e+00
-3.684544156499848810e+01,0.000000000000000000e+00
-3.682450665501837506e+01,0.000000000000000000e+00
-3.680357174503826201e+01,0.000000000000000000e+00
-3.678263683505814896e+01,0.000000000000000000e+00
-3.676170192507803591e+01,0.000000000000000000e+00
-3.674076701509792287e+01,0.000000000000000000e+00
-3.671983210511780982e+01,0.000000000000000000e+00
-3.669889719513769677e+01,0.000000000000000000e+00
-3.667796228515759083e+01,0.000000000000000000e+00
-3.665702737517747778e+01,0.000000000000000000e+00
-3.663609246519736473e+01,0.000000000000000000e+00
-3.661515755521725168e+01,0.000000000000000000e+00
-3.659422264523713864e+01,0.000000000000000000e+00
-3.657328773525702559e+01,0.000000000000000000e+00
-3.655235282527691254e+01,0.000000000000000000e+00
-3.653141791529679949e+01,0.000000000000000000e+00
-3.651048300531668644e+01,0.000000000000000000e+00
-3.648954809533657340e+01,0.000000000000000000e+00
-3.646861318535646035e+01,0.000000000000000000e+00
-3.644767827537634730e+01,0.000000000000000000e+00
-3.642674336539623425e+01,0.000000000000000000e+00
-3.640580845541612121e+01,0.000000000000000000e+00
-3.638487354543600816e+01,0.000000000000000000e+00
-3.636393863545589511e+01,0.000000000000000000e+00
-3.634300372547578206e+01,0.000000000000000000e+00
-3.632206881549566901e+01,0.000000000000000000e+00
-3.630113390551555597e+01,0.000000000000000000e+00
-3.628019899553544292e+01,0.000000000000000000e+00
-3.625926408555532987e+01,0.000000000000000000e+00
-3.623832917557521682e+01,0.000000000000000000e+00
-3.621739426559510378e+01,0.000000000000000000e+00
-3.619645935561499073e+01,0.000000000000000000e+00
-3.617552444563487768e+01,0.000000000000000000e+00
-3.615458953565476463e+01,0.000000000000000000e+00
-3.613365462567465158e+01,0.000000000000000000e+00
-3.611271971569453854e+01,0.000000000000000000e+00
-3.609178480571442549e+01,0.000000000000000000e+00
-3.607084989573431244e+01,0.000000000000000000e+00
-3.604991498575420650e+01,0.000000000000000000e+00
-3.602898007577409345e+01,0.000000000000000000e+00
-3.600804516579398040e+01,0.000000000000000000e+00
-3.598711025581386735e+01,0.000000000000000000e+00
